in s,Math in V
3.182400E-03,-3.22342E-02
3.182450E-03,9.67540E-04
3.182500E-03,4.05260E-02
3.182550E-03,3.41692E-02
3.182600E-03,-1.22186E-02
3.182650E-03,-3.17463E-02
3.182700E-03,2.83155E-02
3.182750E-03,5.07701E-02
3.182800E-03,1.12268E-02
3.182850E-03,-3.71123E-02
3.182900E-03,-1.27064E-02
3.182950E-03,5.76147E-02
3.183000E-03,4.24773E-02
3.183050E-03,-1.17308E-02
3.183100E-03,-2.73560E-02
3.183150E-03,1.65928E-02
3.183200E-03,5.61513E-02
3.183250E-03,1.75684E-02
3.183300E-03,-2.63804E-02
3.183350E-03,-4.95896E-04
3.183400E-03,3.27058E-02
3.183450E-03,4.49163E-02
3.183500E-03,-5.86183E-03
3.183550E-03,-2.54048E-02
3.183600E-03,2.04953E-02
3.183650E-03,4.19895E-02
3.183700E-03,1.12268E-02
3.183750E-03,-1.41699E-02
3.183800E-03,3.89441E-03
3.183850E-03,4.24773E-02
3.183900E-03,2.24465E-02
3.183950E-03,-1.56333E-02
3.184000E-03,-8.80394E-03
3.184050E-03,2.44130E-02
3.184100E-03,4.44285E-02
3.184150E-03,-4.88620E-03
3.184200E-03,-1.95358E-02
3.184250E-03,1.80562E-02
3.184300E-03,4.15017E-02
3.184350E-03,2.09831E-02
3.184400E-03,-2.68682E-02
3.184450E-03,-1.02674E-02
3.184500E-03,4.29651E-02
3.184550E-03,4.44285E-02
3.184600E-03,-7.32526E-03
3.184650E-03,-2.97951E-02
3.184700E-03,1.80562E-02
3.184750E-03,5.51756E-02
3.184800E-03,1.95196E-02
3.184850E-03,-3.17463E-02
3.184900E-03,-1.56333E-02
3.184950E-03,3.85595E-02
3.185000E-03,5.12579E-02
3.185050E-03,-4.39839E-03
3.185100E-03,-3.36976E-02
3.185150E-03,1.51293E-02
3.185200E-03,4.34529E-02
3.185250E-03,2.58764E-02
3.185300E-03,-1.95358E-02
3.185350E-03,-1.70967E-02
3.185400E-03,3.41692E-02
3.185450E-03,4.34529E-02
3.185500E-03,-1.95933E-03
3.185550E-03,-1.95358E-02
3.185600E-03,4.38222E-03
3.185650E-03,4.44285E-02
3.185700E-03,2.14709E-02
3.185750E-03,-2.19749E-02
3.185800E-03,1.45535E-03
3.185850E-03,3.02667E-02
3.185900E-03,3.02667E-02
3.185950E-03,-7.32526E-03
3.186000E-03,-1.85602E-02
3.186050E-03,2.53886E-02
3.186100E-03,3.41692E-02
3.186150E-03,7.81215E-03
3.186200E-03,-1.90480E-02
3.186250E-03,7.30909E-03
3.186300E-03,4.97945E-02
3.186350E-03,2.24465E-02
3.186400E-03,-1.56333E-02
3.186450E-03,-1.12430E-02
3.186500E-03,2.68521E-02
3.186550E-03,5.36970E-02
3.186600E-03,-3.42277E-03
3.186650E-03,-3.36976E-02
3.186700E-03,8.29996E-03
3.186750E-03,5.07701E-02
3.186800E-03,3.75839E-02
3.186850E-03,-2.58926E-02
3.186900E-03,-2.44292E-02
3.186950E-03,4.05260E-02
3.187000E-03,4.39407E-02
3.187050E-03,4.87003E-03
3.187100E-03,-3.17463E-02
3.187150E-03,-1.95933E-03
3.187200E-03,5.27213E-02
3.187250E-03,3.17302E-02
3.187300E-03,-1.56333E-02
3.187350E-03,-1.70967E-02
3.187400E-03,2.44130E-02
3.187450E-03,5.27213E-02
3.187500E-03,-8.08411E-06
3.187550E-03,-2.09992E-02
3.187600E-03,5.84566E-03
3.187650E-03,3.75839E-02
3.187700E-03,3.17302E-02
3.187750E-03,-1.80724E-02
3.187800E-03,-1.17308E-02
3.187850E-03,2.78277E-02
3.187900E-03,3.17302E-02
3.187950E-03,4.87003E-03
3.188000E-03,-1.85602E-02
3.188050E-03,9.76340E-03
3.188100E-03,4.68676E-02
3.188150E-03,1.26903E-02
3.188200E-03,-1.17308E-02
3.188250E-03,-1.47152E-03
3.188300E-03,3.85595E-02
3.188350E-03,3.80717E-02
3.188400E-03,-1.75846E-02
3.188450E-03,-1.36821E-02
3.188500E-03,2.44130E-02
3.188550E-03,4.73554E-02
3.188600E-03,1.36659E-02
3.188650E-03,-2.78438E-02
3.188700E-03,1.45535E-03
3.188750E-03,4.49163E-02
3.188800E-03,2.88033E-02
3.188850E-03,-1.41699E-02
3.188900E-03,-3.22342E-02
3.188950E-03,2.73399E-02
3.189000E-03,5.51756E-02
3.189050E-03,7.30909E-03
3.189100E-03,-2.97951E-02
3.189150E-03,-1.31942E-02
3.189200E-03,4.68676E-02
3.189250E-03,4.44285E-02
3.189300E-03,-1.70967E-02
3.189350E-03,-2.63804E-02
3.189400E-03,2.00074E-02
3.189450E-03,5.02823E-02
3.189500E-03,1.70806E-02
3.189550E-03,-2.88195E-02
3.189600E-03,-3.42277E-03
3.189650E-03,3.36814E-02
3.189700E-03,3.41692E-02
3.189750E-03,-3.42277E-03
3.189800E-03,-1.85602E-02
3.189850E-03,2.04953E-02
3.189900E-03,3.95504E-02
3.189950E-03,8.78777E-03
3.190000E-03,-1.80724E-02
3.190050E-03,3.89441E-03
3.190100E-03,3.75839E-02
3.190150E-03,2.68521E-02
3.190200E-03,-1.17308E-02
3.190250E-03,-8.08411E-06
3.190300E-03,2.19587E-02
3.190350E-03,3.51449E-02
3.190400E-03,-3.42277E-03
3.190450E-03,-2.09992E-02
3.190500E-03,1.70806E-02
3.190550E-03,4.88188E-02
3.190600E-03,1.65928E-02
3.190650E-03,-1.85602E-02
3.190700E-03,-8.30089E-03
3.190750E-03,3.90474E-02
3.190800E-03,4.78432E-02
3.190850E-03,-1.27064E-02
3.190900E-03,-3.12585E-02
3.190950E-03,1.36659E-02
3.191000E-03,5.41848E-02
3.191050E-03,2.92911E-02
3.191100E-03,-2.78438E-02
3.191150E-03,-1.02674E-02
3.191200E-03,3.80717E-02
3.191250E-03,4.54042E-02
3.191300E-03,-2.44714E-03
3.191350E-03,-3.61367E-02
3.191400E-03,1.36659E-02
3.191450E-03,4.97945E-02
3.191500E-03,2.63642E-02
3.191550E-03,-9.77957E-03
3.191600E-03,-1.70967E-02
3.191650E-03,3.17302E-02
3.191700E-03,4.97945E-02
3.191750E-03,-5.86183E-03
3.191800E-03,-2.14871E-02
3.191850E-03,8.29996E-03
3.191900E-03,4.10138E-02
3.191950E-03,2.49008E-02
3.192000E-03,-1.70967E-02
3.192050E-03,-4.39839E-03
3.192100E-03,2.73399E-02
3.192150E-03,2.58764E-02
3.192200E-03,2.91879E-03
3.192250E-03,-1.75846E-02
3.192300E-03,2.34374E-02
3.192350E-03,3.85595E-02
3.192400E-03,4.87003E-03
3.192450E-03,-1.31942E-02
3.192500E-03,-3.42277E-03
3.192550E-03,4.24773E-02
3.192600E-03,3.07546E-02
3.192650E-03,-2.24627E-02
3.192700E-03,-1.17308E-02
3.192750E-03,2.53886E-02
3.192800E-03,4.83310E-02
3.192850E-03,7.81215E-03
3.192900E-03,-3.51610E-02
3.192950E-03,8.29996E-03
3.193000E-03,4.19895E-02
3.193050E-03,3.56327E-02
3.193100E-03,-2.09992E-02
3.193150E-03,-3.17463E-02
3.193200E-03,3.75839E-02
3.193250E-03,5.17457E-02
3.193300E-03,6.82128E-03
3.193350E-03,-3.17463E-02
3.193400E-03,-9.29175E-03
3.193450E-03,5.61513E-02
3.193500E-03,3.80717E-02
3.193550E-03,-1.75846E-02
3.193600E-03,-2.19749E-02
3.193650E-03,2.58764E-02
3.193700E-03,5.56634E-02
3.193750E-03,4.87003E-03
3.193800E-03,-2.29505E-02
3.193850E-03,2.43098E-03
3.193900E-03,3.56327E-02
3.193950E-03,3.70961E-02
3.194000E-03,-1.12430E-02
3.194050E-03,-1.85602E-02
3.194100E-03,2.92911E-02
3.194150E-03,2.97789E-02
3.194200E-03,5.35785E-03
3.194250E-03,-1.80724E-02
3.194300E-03,5.35785E-03
3.194350E-03,4.10138E-02
3.194400E-03,2.24465E-02
3.194450E-03,-1.70967E-02
3.194500E-03,-4.88620E-03
3.194550E-03,3.02667E-02
3.194600E-03,3.36814E-02
3.194650E-03,-9.77957E-03
3.194700E-03,-2.09992E-02
3.194750E-03,2.09831E-02
3.194800E-03,4.34529E-02
3.194850E-03,1.56171E-02
3.194900E-03,-2.78438E-02
3.194950E-03,-5.37401E-03
3.195000E-03,4.39407E-02
3.195050E-03,4.24773E-02
3.195100E-03,-1.12430E-02
3.195150E-03,-2.93073E-02
3.195200E-03,1.80562E-02
3.195250E-03,5.85903E-02
3.195300E-03,2.14709E-02
3.195350E-03,-2.68682E-02
3.195400E-03,-1.12430E-02
3.195450E-03,4.05260E-02
3.195500E-03,4.78432E-02
3.195550E-03,-1.22186E-02
3.195600E-03,-3.32098E-02
3.195650E-03,1.61050E-02
3.195700E-03,5.32091E-02
3.195750E-03,2.34374E-02
3.195800E-03,-2.34383E-02
3.195850E-03,-1.17308E-02
3.195900E-03,3.85595E-02
3.195950E-03,4.10138E-02
3.196000E-03,-3.91058E-03
3.196050E-03,-1.85602E-02
3.196100E-03,9.76340E-03
3.196150E-03,5.12579E-02
3.196200E-03,1.75684E-02
3.196250E-03,-1.61211E-02
3.196300E-03,4.79728E-04
3.196350E-03,2.92911E-02
3.196400E-03,3.02667E-02
3.196450E-03,-5.86183E-03
3.196500E-03,-1.27064E-02
3.196550E-03,2.83155E-02
3.196600E-03,3.90474E-02
3.196650E-03,3.40660E-03
3.196700E-03,-1.85602E-02
3.196750E-03,5.84566E-03
3.196800E-03,4.49163E-02
3.196850E-03,2.29343E-02
3.196900E-03,-1.75846E-02
3.196950E-03,-1.31942E-02
3.197000E-03,2.68521E-02
3.197050E-03,5.36970E-02
3.197100E-03,-2.93496E-03
3.197150E-03,-3.07707E-02
3.197200E-03,9.76340E-03
3.197250E-03,4.63798E-02
3.197300E-03,3.51449E-02
3.197350E-03,-2.39261E-02
3.197400E-03,-2.44292E-02
3.197450E-03,3.80717E-02
3.197500E-03,4.97945E-02
3.197550E-03,6.33347E-03
3.197600E-03,-3.66245E-02
3.197650E-03,1.45535E-03
3.197700E-03,5.22335E-02
3.197750E-03,3.12424E-02
3.197800E-03,-1.27064E-02
3.197850E-03,-2.14871E-02
3.197900E-03,1.95196E-02
3.197950E-03,6.00538E-02
3.198000E-03,2.91879E-03
3.198050E-03,-2.24627E-02
3.198100E-03,1.94316E-03
3.198150E-03,3.61205E-02
3.198200E-03,3.46570E-02
3.198250E-03,-2.05114E-02
3.198300E-03,-1.80724E-02
3.198350E-03,2.39252E-02
3.198400E-03,4.44285E-02
3.198450E-03,1.41537E-02
3.198500E-03,-9.29175E-03
3.198550E-03,1.75684E-02
3.198600E-03,3.36814E-02
3.198650E-03,2.88033E-02
3.198700E-03,-1.12430E-02
3.198750E-03,-9.29175E-03
3.198800E-03,3.41692E-02
3.198850E-03,4.29651E-02
3.198900E-03,-1.51455E-02
3.198950E-03,-1.56333E-02
3.199000E-03,2.44130E-02
3.199050E-03,5.02823E-02
3.199100E-03,1.36659E-02
3.199150E-03,-3.51610E-02
3.199200E-03,3.40660E-03
3.199250E-03,4.58920E-02
3.199300E-03,4.34529E-02
3.199350E-03,-7.32526E-03
3.199400E-03,-3.71123E-02
3.199450E-03,2.63642E-02
3.199500E-03,5.46726E-02
3.199550E-03,1.80562E-02
3.199600E-03,-2.49170E-02
3.199650E-03,-1.46577E-02
3.199700E-03,4.88188E-02
3.199750E-03,4.29651E-02
3.199800E-03,-1.07552E-02
3.199850E-03,-2.58926E-02
3.199900E-03,1.26903E-02
3.199950E-03,5.32091E-02
3.200000E-03,2.04953E-02
3.200050E-03,-2.49170E-02
3.200100E-03,-2.44714E-03
3.200150E-03,3.75839E-02
3.200200E-03,3.90474E-02
3.200250E-03,-2.44714E-03
3.200300E-03,-2.05114E-02
3.200350E-03,2.09831E-02
3.200400E-03,3.75839E-02
3.200450E-03,1.36659E-02
3.200500E-03,-1.31942E-02
3.200550E-03,4.87003E-03
3.200600E-03,3.46570E-02
3.200650E-03,2.53886E-02
3.200700E-03,-1.41699E-02
3.200750E-03,-7.81307E-03
3.200800E-03,2.83155E-02
3.200850E-03,3.70961E-02
3.200900E-03,-8.08411E-06
3.200950E-03,-2.09992E-02
3.201000E-03,1.70806E-02
3.201050E-03,4.88188E-02
3.201100E-03,1.65928E-02
3.201150E-03,-1.80724E-02
3.201200E-03,-1.17308E-02
3.201250E-03,4.29651E-02
3.201300E-03,4.58920E-02
3.201350E-03,-9.77957E-03
3.201400E-03,-2.83317E-02
3.201450E-03,1.26903E-02
3.201500E-03,5.76147E-02
3.201550E-03,2.68521E-02
3.201600E-03,-3.22342E-02
3.201650E-03,-1.51455E-02
3.201700E-03,3.95504E-02
3.201750E-03,4.93066E-02
3.201800E-03,3.40660E-03
3.201850E-03,-2.05114E-02
3.201900E-03,2.43098E-03
3.201950E-03,4.83310E-02
3.202000E-03,2.97789E-02
3.202050E-03,-1.56333E-02
3.202100E-03,-1.95358E-02
3.202150E-03,2.83155E-02
3.202200E-03,4.73554E-02
3.202250E-03,5.35785E-03
3.202300E-03,-1.46577E-02
3.202350E-03,-3.42277E-03
3.202400E-03,3.95504E-02
3.202450E-03,2.63642E-02
3.202500E-03,-2.00236E-02
3.202550E-03,-8.08411E-06
3.202600E-03,2.92911E-02
3.202650E-03,3.36814E-02
3.202700E-03,1.45535E-03
3.202750E-03,-1.95358E-02
3.202800E-03,2.68521E-02
3.202850E-03,3.51449E-02
3.202900E-03,9.76340E-03
3.202950E-03,-2.00236E-02
3.203000E-03,2.43098E-03
3.203050E-03,4.78432E-02
3.203100E-03,2.44130E-02
3.203150E-03,-1.61211E-02
3.203200E-03,-9.77957E-03
3.203250E-03,2.63642E-02
3.203300E-03,5.41848E-02
3.203350E-03,-2.44714E-03
3.203400E-03,-3.80879E-02
3.203450E-03,1.31781E-02
3.203500E-03,4.88188E-02
3.203550E-03,3.95504E-02
3.203600E-03,-2.34383E-02
3.203650E-03,-2.44292E-02
3.203700E-03,3.46570E-02
3.203750E-03,4.93066E-02
3.203800E-03,9.76340E-03
3.203850E-03,-2.93073E-02
3.203900E-03,4.79728E-04
3.203950E-03,5.66391E-02
3.204000E-03,2.97789E-02
3.204050E-03,-1.75846E-02
3.204100E-03,-2.09992E-02
3.204150E-03,5.36970E-02
3.204200E-03,4.15017E-02
3.204250E-03,1.31781E-02
3.204300E-03,-2.63804E-02
3.204350E-03,1.45535E-03
3.204400E-03,3.75839E-02
3.204450E-03,3.70961E-02
3.204500E-03,-1.46577E-02
3.204550E-03,-1.22186E-02
3.204600E-03,2.78277E-02
3.204650E-03,2.83155E-02
3.204700E-03,1.12268E-02
3.204750E-03,-1.07552E-02
3.204800E-03,1.41537E-02
3.204850E-03,4.73554E-02
3.204900E-03,1.26903E-02
3.204950E-03,-1.51455E-02
3.205000E-03,-5.37401E-03
3.205050E-03,3.66083E-02
3.205100E-03,3.70961E-02
3.205150E-03,-1.22186E-02
3.205200E-03,-1.95358E-02
3.205250E-03,2.44130E-02
3.205300E-03,4.73554E-02
3.205350E-03,1.31781E-02
3.205400E-03,-3.51610E-02
3.205450E-03,3.40660E-03
3.205500E-03,4.58920E-02
3.205550E-03,3.31936E-02
3.205600E-03,-1.07552E-02
3.205650E-03,-2.58926E-02
3.205700E-03,3.07546E-02
3.205750E-03,5.32091E-02
3.205800E-03,9.27559E-03
3.205850E-03,-3.12585E-02
3.205900E-03,-9.29175E-03
3.205950E-03,4.54042E-02
3.206000E-03,4.49163E-02
3.206050E-03,-1.27064E-02
3.206100E-03,-3.22342E-02
3.206150E-03,2.83155E-02
3.206200E-03,4.68676E-02
3.206250E-03,1.95196E-02
3.206300E-03,-2.73560E-02
3.206350E-03,-3.91058E-03
3.206400E-03,3.95504E-02
3.206450E-03,3.90474E-02
3.206500E-03,-3.91058E-03
3.206550E-03,-1.70967E-02
3.206600E-03,2.44130E-02
3.206650E-03,3.75839E-02
3.206700E-03,8.78777E-03
3.206750E-03,-1.56333E-02
3.206800E-03,7.30909E-03
3.206850E-03,3.75839E-02
3.206900E-03,2.53886E-02
3.206950E-03,-1.27064E-02
3.207000E-03,-2.44714E-03
3.207050E-03,3.17302E-02
3.207100E-03,3.41692E-02
3.207150E-03,-1.95933E-03
3.207200E-03,-1.95358E-02
3.207250E-03,2.04953E-02
3.207300E-03,5.22335E-02
3.207350E-03,1.41537E-02
3.207400E-03,-2.68682E-02
3.207450E-03,-5.86183E-03
3.207500E-03,4.29651E-02
3.207550E-03,4.63798E-02
3.207600E-03,-1.46577E-02
3.207650E-03,-2.49170E-02
3.207700E-03,2.14709E-02
3.207750E-03,5.22335E-02
3.207800E-03,2.34374E-02
3.207850E-03,-2.78438E-02
3.207900E-03,-1.07552E-02
3.207950E-03,4.49163E-02
3.208000E-03,4.10138E-02
3.208050E-03,-5.37401E-03
3.208100E-03,-3.36976E-02
3.208150E-03,2.00074E-02
3.208200E-03,5.46726E-02
3.208250E-03,1.61050E-02
3.208300E-03,-1.61211E-02
3.208350E-03,-1.31942E-02
3.208400E-03,3.51449E-02
3.208450E-03,4.34529E-02
3.208500E-03,-1.02674E-02
3.208550E-03,-1.17308E-02
3.208600E-03,1.36659E-02
3.208650E-03,4.34529E-02
3.208700E-03,2.04953E-02
3.208750E-03,-2.14871E-02
3.208800E-03,1.07390E-02
3.208850E-03,3.41692E-02
3.208900E-03,2.63642E-02
3.208950E-03,-5.86183E-03
3.209000E-03,-1.02674E-02
3.209050E-03,3.46570E-02
3.209100E-03,3.95504E-02
3.209150E-03,-5.37401E-03
3.209200E-03,-1.61211E-02
3.209250E-03,7.30909E-03
3.209300E-03,4.73554E-02
3.209350E-03,1.95196E-02
3.209400E-03,-2.93073E-02
3.209450E-03,-8.08411E-06
3.209500E-03,3.36814E-02
3.209550E-03,4.73554E-02
3.209600E-03,-2.93496E-03
3.209650E-03,-3.80879E-02
3.209700E-03,2.29343E-02
3.209750E-03,5.12579E-02
3.209800E-03,2.34374E-02
3.209850E-03,-2.73560E-02
3.209900E-03,-1.75846E-02
3.209950E-03,4.54042E-02
3.210000E-03,4.83310E-02
3.210050E-03,-5.37401E-03
3.210100E-03,-2.63804E-02
3.210150E-03,7.30909E-03
3.210200E-03,5.56634E-02
3.210250E-03,1.75684E-02
3.210300E-03,-2.24627E-02
3.210350E-03,-5.37401E-03
3.210400E-03,3.07546E-02
3.210450E-03,4.68676E-02
3.210500E-03,-5.86183E-03
3.210550E-03,-2.39261E-02
3.210600E-03,1.90318E-02
3.210650E-03,3.66083E-02
3.210700E-03,1.61050E-02
3.210750E-03,-1.85602E-02
3.210800E-03,4.79728E-04
3.210850E-03,3.75839E-02
3.210900E-03,2.14709E-02
3.210950E-03,-8.30089E-03
3.211000E-03,-7.32526E-03
3.211050E-03,2.53886E-02
3.211100E-03,4.29651E-02
3.211150E-03,5.84566E-03
3.211200E-03,-2.05114E-02
3.211250E-03,1.41537E-02
3.211300E-03,4.58920E-02
3.211350E-03,2.29343E-02
3.211400E-03,-3.17463E-02
3.211450E-03,-8.30089E-03
3.211500E-03,4.05260E-02
3.211550E-03,4.24773E-02
3.211600E-03,-3.91058E-03
3.211650E-03,-2.97951E-02
3.211700E-03,1.56171E-02
3.211750E-03,5.66391E-02
3.211800E-03,2.14709E-02
3.211850E-03,-2.63804E-02
3.211900E-03,-1.66089E-02
3.211950E-03,4.24773E-02
3.212000E-03,4.97945E-02
3.212050E-03,-5.86183E-03
3.212100E-03,-2.68682E-02
3.212150E-03,1.26903E-02
3.212200E-03,5.02823E-02
3.212250E-03,2.73399E-02
3.212300E-03,-2.24627E-02
3.212350E-03,-1.12430E-02
3.212400E-03,4.05260E-02
3.212450E-03,4.24773E-02
3.212500E-03,-4.95896E-04
3.212550E-03,-1.36821E-02
3.212600E-03,1.46415E-02
3.212650E-03,4.49163E-02
3.212700E-03,1.02512E-02
3.212750E-03,-1.95358E-02
3.212800E-03,2.91879E-03
3.212850E-03,3.41692E-02
3.212900E-03,2.68521E-02
3.212950E-03,-1.41699E-02
3.213000E-03,-1.07552E-02
3.213050E-03,3.07546E-02
3.213100E-03,3.41692E-02
3.213150E-03,9.67540E-04
3.213200E-03,-2.14871E-02
3.213250E-03,1.02512E-02
3.213300E-03,5.12579E-02
3.213350E-03,1.61050E-02
3.213400E-03,-2.19749E-02
3.213450E-03,-5.37401E-03
3.213500E-03,3.85595E-02
3.213550E-03,4.63798E-02
3.213600E-03,-1.27064E-02
3.213650E-03,-2.39261E-02
3.213700E-03,1.90318E-02
3.213750E-03,4.97945E-02
3.213800E-03,2.88033E-02
3.213850E-03,-2.78438E-02
3.213900E-03,-1.46577E-02
3.213950E-03,4.05260E-02
3.214000E-03,4.05260E-02
3.214050E-03,-9.83708E-04
3.214100E-03,-2.78438E-02
3.214150E-03,7.30909E-03
3.214200E-03,5.66391E-02
3.214250E-03,2.24465E-02
3.214300E-03,-1.70967E-02
3.214350E-03,-1.12430E-02
3.214400E-03,2.97789E-02
3.214450E-03,4.49163E-02
3.214500E-03,-7.81307E-03
3.214550E-03,-1.56333E-02
3.214600E-03,1.51293E-02
3.214650E-03,3.41692E-02
3.214700E-03,2.19587E-02
3.214750E-03,-2.05114E-02
3.214800E-03,2.43098E-03
3.214850E-03,3.80717E-02
3.214900E-03,2.34374E-02
3.214950E-03,-9.83708E-04
3.215000E-03,-1.46577E-02
3.215050E-03,3.27058E-02
3.215100E-03,4.39407E-02
3.215150E-03,-3.91058E-03
3.215200E-03,-1.61211E-02
3.215250E-03,8.78777E-03
3.215300E-03,4.68676E-02
3.215350E-03,2.92911E-02
3.215400E-03,-3.12585E-02
3.215450E-03,-3.91058E-03
3.215500E-03,3.56327E-02
3.215550E-03,4.58920E-02
3.215600E-03,-4.39839E-03
3.215650E-03,-3.41854E-02
3.215700E-03,2.29343E-02
3.215750E-03,4.97945E-02
3.215800E-03,2.09831E-02
3.215850E-03,-2.24627E-02
3.215900E-03,-2.34383E-02
3.215950E-03,4.49163E-02
3.216000E-03,5.07701E-02
3.216050E-03,-4.88620E-03
3.216100E-03,-2.54048E-02
3.216150E-03,1.12268E-02
3.216200E-03,5.22335E-02
3.216250E-03,2.49008E-02
3.216300E-03,-2.44292E-02
3.216350E-03,-8.30089E-03
3.216400E-03,2.29343E-02
3.216450E-03,4.44285E-02
3.216500E-03,-4.88620E-03
3.216550E-03,-2.68682E-02
3.216600E-03,1.41537E-02
3.216650E-03,3.46570E-02
3.216700E-03,1.85440E-02
3.216750E-03,-1.27064E-02
3.216800E-03,-4.95896E-04
3.216850E-03,3.61205E-02
3.216900E-03,2.83155E-02
3.216950E-03,-1.02674E-02
3.217000E-03,-1.36821E-02
3.217050E-03,2.73399E-02
3.217100E-03,4.19895E-02
3.217150E-03,-1.95933E-03
3.217200E-03,-2.00236E-02
3.217250E-03,1.56171E-02
3.217300E-03,4.68676E-02
3.217350E-03,2.49008E-02
3.217400E-03,-2.44292E-02
3.217450E-03,-1.56333E-02
3.217500E-03,4.05260E-02
3.217550E-03,4.58920E-02
3.217600E-03,-3.42277E-03
3.217650E-03,-2.58926E-02
3.217700E-03,1.26903E-02
3.217750E-03,5.76147E-02
3.217800E-03,2.73399E-02
3.217850E-03,-3.07707E-02
3.217900E-03,-1.51455E-02
3.217950E-03,3.85595E-02
3.218000E-03,5.12579E-02
3.218050E-03,-3.91058E-03
3.218100E-03,-3.07707E-02
3.218150E-03,1.17146E-02
3.218200E-03,5.02823E-02
3.218250E-03,2.58764E-02
3.218300E-03,-1.70967E-02
3.218350E-03,-1.95358E-02
3.218400E-03,3.17302E-02
3.218450E-03,4.49163E-02
3.218500E-03,-1.47152E-03
3.218550E-03,-1.56333E-02
3.218600E-03,3.40660E-03
3.218650E-03,5.02823E-02
3.218700E-03,1.65928E-02
3.218750E-03,-1.95358E-02
3.218800E-03,2.91879E-03
3.218850E-03,3.12424E-02
3.218900E-03,3.27058E-02
3.218950E-03,-3.91058E-03
3.219000E-03,-1.46577E-02
3.219050E-03,2.78277E-02
3.219100E-03,3.85595E-02
3.219150E-03,-8.08411E-06
3.219200E-03,-1.70967E-02
3.219250E-03,2.91879E-03
3.219300E-03,4.58920E-02
3.219350E-03,2.14709E-02
3.219400E-03,-2.05114E-02
3.219450E-03,-9.29175E-03
3.219500E-03,3.22180E-02
3.219550E-03,5.46726E-02
3.219600E-03,-4.88620E-03
3.219650E-03,-3.95513E-02
3.219700E-03,1.56171E-02
3.219750E-03,4.44285E-02
3.219800E-03,3.80717E-02
3.219850E-03,-2.54048E-02
3.219900E-03,-2.39261E-02
3.219950E-03,4.29651E-02
3.220000E-03,4.63798E-02
3.220050E-03,3.89441E-03
3.220100E-03,-2.39261E-02
3.220150E-03,-2.93496E-03
3.220200E-03,6.68831E-02
3.220250E-03,2.19587E-02
3.220300E-03,-1.66089E-02
3.220350E-03,-1.80724E-02
3.220400E-03,2.00074E-02
3.220450E-03,5.07701E-02
3.220500E-03,2.43098E-03
3.220550E-03,-2.34383E-02
3.220600E-03,9.76340E-03
3.220650E-03,3.90474E-02
3.220700E-03,3.36814E-02
3.220750E-03,-1.66089E-02
3.220800E-03,-7.32526E-03
3.220850E-03,3.07546E-02
3.220900E-03,2.63642E-02
3.220950E-03,1.94316E-03
3.221000E-03,-1.70967E-02
3.221050E-03,1.56171E-02
3.221100E-03,4.34529E-02
3.221150E-03,1.02512E-02
3.221200E-03,-1.66089E-02
3.221250E-03,3.89441E-03
3.221300E-03,3.56327E-02
3.221350E-03,3.51449E-02
3.221400E-03,-2.00236E-02
3.221450E-03,-1.51455E-02
3.221500E-03,3.07546E-02
3.221550E-03,4.58920E-02
3.221600E-03,1.02512E-02
3.221650E-03,-3.85757E-02
3.221700E-03,2.91879E-03
3.221750E-03,4.83310E-02
3.221800E-03,3.07546E-02
3.221850E-03,-1.90480E-02
3.221900E-03,-2.78438E-02
3.221950E-03,2.92911E-02
3.222000E-03,5.81025E-02
3.222050E-03,4.38222E-03
3.222100E-03,-2.83317E-02
3.222150E-03,-6.34964E-03
3.222200E-03,4.19895E-02
3.222250E-03,4.54042E-02
3.222300E-03,-2.09992E-02
3.222350E-03,-2.63804E-02
3.222400E-03,2.09831E-02
3.222450E-03,5.07701E-02
3.222500E-03,1.17146E-02
3.222550E-03,-2.97951E-02
3.222600E-03,-6.34964E-03
3.222650E-03,4.00382E-02
3.222700E-03,3.31936E-02
3.222750E-03,-1.02674E-02
3.222800E-03,-1.02674E-02
3.222850E-03,2.73399E-02
3.222900E-03,3.61205E-02
3.222950E-03,2.43098E-03
3.223000E-03,-1.61211E-02
3.223050E-03,1.02512E-02
3.223100E-03,4.00382E-02
3.223150E-03,2.00074E-02
3.223200E-03,-1.66089E-02
3.223250E-03,-1.95933E-03
3.223300E-03,3.75839E-02
3.223350E-03,3.07546E-02
3.223400E-03,-1.17308E-02
3.223450E-03,-1.95358E-02
3.223500E-03,2.04953E-02
3.223550E-03,4.88188E-02
3.223600E-03,1.02512E-02
3.223650E-03,-2.34383E-02
3.223700E-03,1.94316E-03
3.223750E-03,4.24773E-02
3.223800E-03,4.24773E-02
3.223850E-03,-1.75846E-02
3.223900E-03,-2.78438E-02
3.223950E-03,2.29343E-02
3.224000E-03,5.17457E-02
3.224050E-03,1.95196E-02
3.224100E-03,-3.41854E-02
3.224150E-03,-1.22186E-02
3.224200E-03,4.58920E-02
3.224250E-03,3.85595E-02
3.224300E-03,-4.39839E-03
3.224350E-03,-3.07707E-02
3.224400E-03,1.41537E-02
3.224450E-03,5.76147E-02
3.224500E-03,1.56171E-02
3.224550E-03,-1.80724E-02
3.224600E-03,-5.86183E-03
3.224650E-03,3.41692E-02
3.224700E-03,4.39407E-02
3.224750E-03,-1.75846E-02
3.224800E-03,-1.61211E-02
3.224850E-03,1.61050E-02
3.224900E-03,3.90474E-02
3.224950E-03,1.85440E-02
3.225000E-03,-3.17463E-02
