in s,Math in V
1.374300E-03,2.29343E-02
1.374350E-03,-1.17308E-02
1.374400E-03,4.79728E-04
1.374450E-03,4.93066E-02
1.374500E-03,3.17302E-02
1.374550E-03,-2.93496E-03
1.374600E-03,-9.29175E-03
1.374650E-03,1.95196E-02
1.374700E-03,5.71269E-02
1.374750E-03,-8.08411E-06
1.374800E-03,-1.85602E-02
1.374850E-03,1.65928E-02
1.374900E-03,3.85595E-02
1.374950E-03,4.10138E-02
1.375000E-03,-2.34383E-02
1.375050E-03,-1.61211E-02
1.375100E-03,4.49163E-02
1.375150E-03,4.39407E-02
1.375200E-03,1.12268E-02
1.375250E-03,-2.88195E-02
1.375300E-03,1.07390E-02
1.375350E-03,5.51756E-02
1.375400E-03,2.39252E-02
1.375450E-03,-1.41699E-02
1.375500E-03,-1.85602E-02
1.375550E-03,3.31936E-02
1.375600E-03,5.85903E-02
1.375650E-03,-1.47152E-03
1.375700E-03,-1.70967E-02
1.375750E-03,1.07390E-02
1.375800E-03,4.63798E-02
1.375850E-03,3.22180E-02
1.375900E-03,-2.09992E-02
1.375950E-03,4.79728E-04
1.376000E-03,2.97789E-02
1.376050E-03,3.46570E-02
1.376100E-03,6.33347E-03
1.376150E-03,-2.09992E-02
1.376200E-03,2.78277E-02
1.376250E-03,4.49163E-02
1.376300E-03,1.07390E-02
1.376350E-03,-8.30089E-03
1.376400E-03,9.67540E-04
1.376450E-03,4.44285E-02
1.376500E-03,3.07546E-02
1.376550E-03,-1.17308E-02
1.376600E-03,-1.95933E-03
1.376650E-03,2.49008E-02
1.376700E-03,4.24773E-02
1.376750E-03,2.43098E-03
1.376800E-03,-2.73560E-02
1.376850E-03,1.70806E-02
1.376900E-03,5.22335E-02
1.376950E-03,2.83155E-02
1.377000E-03,-2.00236E-02
1.377050E-03,-1.36821E-02
1.377100E-03,4.49163E-02
1.377150E-03,4.83310E-02
1.377200E-03,-4.95896E-04
1.377250E-03,-2.58926E-02
1.377300E-03,1.31781E-02
1.377350E-03,5.56634E-02
1.377400E-03,2.63642E-02
1.377450E-03,-2.19749E-02
1.377500E-03,-9.77957E-03
1.377550E-03,3.90474E-02
1.377600E-03,4.93066E-02
1.377650E-03,-2.44714E-03
1.377700E-03,-1.95358E-02
1.377750E-03,1.90318E-02
1.377800E-03,5.36970E-02
1.377850E-03,1.75684E-02
1.377900E-03,-1.46577E-02
1.377950E-03,3.40660E-03
1.378000E-03,3.51449E-02
1.378050E-03,3.70961E-02
1.378100E-03,-8.80394E-03
1.378150E-03,-6.83745E-03
1.378200E-03,2.97789E-02
1.378250E-03,3.80717E-02
1.378300E-03,1.12268E-02
1.378350E-03,-1.80724E-02
1.378400E-03,1.70806E-02
1.378450E-03,4.49163E-02
1.378500E-03,2.00074E-02
1.378550E-03,-1.36821E-02
1.378600E-03,-7.81307E-03
1.378650E-03,3.85595E-02
1.378700E-03,4.88188E-02
1.378750E-03,-1.02674E-02
1.378800E-03,-1.66089E-02
1.378850E-03,1.80562E-02
1.378900E-03,4.73554E-02
1.378950E-03,2.39252E-02
1.379000E-03,-3.12585E-02
1.379050E-03,3.40660E-03
1.379100E-03,4.29651E-02
1.379150E-03,4.54042E-02
1.379200E-03,-5.37401E-03
1.379250E-03,-3.17463E-02
1.379300E-03,2.88033E-02
1.379350E-03,5.51756E-02
1.379400E-03,1.80562E-02
1.379450E-03,-1.70967E-02
1.379500E-03,-8.30089E-03
1.379550E-03,4.97945E-02
1.379600E-03,4.34529E-02
1.379650E-03,-1.36821E-02
1.379700E-03,-1.02674E-02
1.379750E-03,1.70806E-02
1.379800E-03,5.32091E-02
1.379850E-03,1.65928E-02
1.379900E-03,-2.29505E-02
1.379950E-03,1.51293E-02
1.380000E-03,3.56327E-02
1.380050E-03,3.31936E-02
1.380100E-03,-5.86183E-03
1.380150E-03,-1.51455E-02
1.380200E-03,3.75839E-02
1.380250E-03,3.56327E-02
1.380300E-03,3.40660E-03
1.380350E-03,-1.41699E-02
1.380400E-03,1.46415E-02
1.380450E-03,5.41848E-02
1.380500E-03,1.07390E-02
1.380550E-03,-2.00236E-02
1.380600E-03,4.87003E-03
1.380650E-03,3.56327E-02
1.380700E-03,4.54042E-02
1.380750E-03,-1.51455E-02
1.380800E-03,-1.46577E-02
1.380850E-03,3.85595E-02
1.380900E-03,4.93066E-02
1.380950E-03,1.70806E-02
1.381000E-03,-2.97951E-02
1.381050E-03,1.45535E-03
1.381100E-03,5.61513E-02
1.381150E-03,3.22180E-02
1.381200E-03,-9.77957E-03
1.381250E-03,-2.34383E-02
1.381300E-03,2.73399E-02
1.381350E-03,5.95659E-02
1.381400E-03,4.38222E-03
1.381450E-03,-2.29505E-02
1.381500E-03,6.82128E-03
1.381550E-03,4.58920E-02
1.381600E-03,3.75839E-02
1.381650E-03,-1.70967E-02
1.381700E-03,-9.29175E-03
1.381750E-03,2.88033E-02
1.381800E-03,4.00382E-02
1.381850E-03,1.07390E-02
1.381900E-03,-2.19749E-02
1.381950E-03,1.51293E-02
1.382000E-03,4.44285E-02
1.382050E-03,2.00074E-02
1.382100E-03,-5.37401E-03
1.382150E-03,-2.44714E-03
1.382200E-03,3.56327E-02
1.382250E-03,3.61205E-02
1.382300E-03,-8.30089E-03
1.382350E-03,-1.17308E-02
1.382400E-03,2.58764E-02
1.382450E-03,4.73554E-02
1.382500E-03,9.27559E-03
1.382550E-03,-2.19749E-02
1.382600E-03,9.76340E-03
1.382650E-03,4.44285E-02
1.382700E-03,3.27058E-02
1.382750E-03,-1.66089E-02
1.382800E-03,-1.70967E-02
1.382850E-03,3.41692E-02
1.382900E-03,5.32091E-02
1.382950E-03,7.81215E-03
1.383000E-03,-2.39261E-02
1.383050E-03,6.33347E-03
1.383100E-03,5.07701E-02
1.383150E-03,3.31936E-02
1.383200E-03,-1.70967E-02
1.383250E-03,-1.12430E-02
1.383300E-03,3.75839E-02
1.383350E-03,4.83310E-02
1.383400E-03,3.40660E-03
1.383450E-03,-2.19749E-02
1.383500E-03,5.35785E-03
1.383550E-03,4.78432E-02
1.383600E-03,2.63642E-02
1.383650E-03,-1.85602E-02
1.383700E-03,-6.34964E-03
1.383750E-03,3.46570E-02
1.383800E-03,4.88188E-02
1.383850E-03,-8.08411E-06
1.383900E-03,-4.39839E-03
1.383950E-03,1.90318E-02
1.384000E-03,3.56327E-02
1.384050E-03,3.22180E-02
1.384100E-03,-1.85602E-02
1.384150E-03,2.43098E-03
1.384200E-03,4.58920E-02
1.384250E-03,2.44130E-02
1.384300E-03,-2.93496E-03
1.384350E-03,-1.51455E-02
1.384400E-03,2.73399E-02
1.384450E-03,5.56634E-02
1.384500E-03,2.43098E-03
1.384550E-03,-1.85602E-02
1.384600E-03,1.56171E-02
1.384650E-03,4.93066E-02
1.384700E-03,3.46570E-02
1.384750E-03,-2.63804E-02
1.384800E-03,-5.37401E-03
1.384850E-03,3.80717E-02
1.384900E-03,4.54042E-02
1.384950E-03,8.29996E-03
1.385000E-03,-3.12585E-02
1.385050E-03,1.56171E-02
1.385100E-03,5.95659E-02
1.385150E-03,2.14709E-02
1.385200E-03,-1.31942E-02
1.385250E-03,-1.80724E-02
1.385300E-03,4.10138E-02
1.385350E-03,5.07701E-02
1.385400E-03,-6.83745E-03
1.385450E-03,-1.46577E-02
1.385500E-03,9.76340E-03
1.385550E-03,5.27213E-02
1.385600E-03,2.58764E-02
1.385650E-03,-2.54048E-02
1.385700E-03,-1.47152E-03
1.385750E-03,2.97789E-02
1.385800E-03,3.61205E-02
1.385850E-03,4.87003E-03
1.385900E-03,-1.90480E-02
1.385950E-03,3.07546E-02
1.386000E-03,4.24773E-02
1.386050E-03,1.31781E-02
1.386100E-03,-1.07552E-02
1.386150E-03,2.91879E-03
1.386200E-03,5.12579E-02
1.386250E-03,2.88033E-02
1.386300E-03,-1.85602E-02
1.386350E-03,-2.44714E-03
1.386400E-03,2.78277E-02
1.386450E-03,4.73554E-02
1.386500E-03,-6.34964E-03
1.386550E-03,-2.73560E-02
1.386600E-03,1.80562E-02
1.386650E-03,4.49163E-02
1.386700E-03,2.73399E-02
1.386750E-03,-2.05114E-02
1.386800E-03,-4.39839E-03
1.386850E-03,4.49163E-02
1.386900E-03,4.44285E-02
1.386950E-03,-1.95933E-03
1.387000E-03,-2.58926E-02
1.387050E-03,1.36659E-02
1.387100E-03,5.90781E-02
1.387150E-03,2.24465E-02
1.387200E-03,-2.00236E-02
1.387250E-03,-7.32526E-03
1.387300E-03,4.24773E-02
1.387350E-03,4.63798E-02
1.387400E-03,-5.37401E-03
1.387450E-03,-2.14871E-02
1.387500E-03,2.24465E-02
1.387550E-03,4.54042E-02
1.387600E-03,2.53886E-02
1.387650E-03,-1.75846E-02
1.387700E-03,1.94316E-03
1.387750E-03,4.49163E-02
1.387800E-03,3.22180E-02
1.387850E-03,-7.32526E-03
1.387900E-03,-1.56333E-02
1.387950E-03,2.19587E-02
1.388000E-03,4.54042E-02
1.388050E-03,8.29996E-03
1.388100E-03,-1.95358E-02
1.388150E-03,1.51293E-02
1.388200E-03,4.63798E-02
1.388250E-03,2.34374E-02
1.388300E-03,-1.90480E-02
1.388350E-03,-3.91058E-03
1.388400E-03,4.39407E-02
1.388450E-03,4.29651E-02
1.388500E-03,-4.39839E-03
1.388550E-03,-1.70967E-02
1.388600E-03,1.95196E-02
1.388650E-03,5.27213E-02
1.388700E-03,2.00074E-02
1.388750E-03,-2.73560E-02
1.388800E-03,-2.93496E-03
1.388850E-03,4.05260E-02
1.388900E-03,5.07701E-02
1.388950E-03,-7.81307E-03
1.389000E-03,-2.78438E-02
1.389050E-03,2.49008E-02
1.389100E-03,4.63798E-02
1.389150E-03,1.90318E-02
1.389200E-03,-2.34383E-02
1.389250E-03,-6.83745E-03
1.389300E-03,4.97945E-02
1.389350E-03,4.29651E-02
1.389400E-03,-7.81307E-03
1.389450E-03,-1.22186E-02
1.389500E-03,1.61050E-02
1.389550E-03,5.27213E-02
1.389600E-03,1.70806E-02
1.389650E-03,-1.51455E-02
1.389700E-03,1.22025E-02
1.389750E-03,4.00382E-02
1.389800E-03,3.27058E-02
1.389850E-03,-8.30089E-03
1.389900E-03,-1.02674E-02
1.389950E-03,3.61205E-02
1.390000E-03,3.41692E-02
1.390050E-03,3.89441E-03
1.390100E-03,-1.22186E-02
1.390150E-03,1.56171E-02
1.390200E-03,5.76147E-02
1.390250E-03,1.61050E-02
1.390300E-03,-1.66089E-02
1.390350E-03,-9.83708E-04
1.390400E-03,3.41692E-02
1.390450E-03,4.63798E-02
1.390500E-03,-1.61211E-02
1.390550E-03,-1.70967E-02
1.390600E-03,2.63642E-02
1.390650E-03,4.83310E-02
1.390700E-03,2.63642E-02
1.390750E-03,-3.02829E-02
1.390800E-03,-2.44714E-03
1.390850E-03,5.02823E-02
1.390900E-03,3.61205E-02
1.390950E-03,-3.91058E-03
1.391000E-03,-2.54048E-02
1.391050E-03,2.53886E-02
1.391100E-03,5.90781E-02
1.391150E-03,9.27559E-03
1.391200E-03,-1.27064E-02
1.391250E-03,-5.37401E-03
1.391300E-03,3.95504E-02
1.391350E-03,4.19895E-02
1.391400E-03,-1.70967E-02
1.391450E-03,-1.02674E-02
1.391500E-03,2.14709E-02
1.391550E-03,4.49163E-02
1.391600E-03,1.75684E-02
1.391650E-03,-2.58926E-02
1.391700E-03,1.31781E-02
1.391750E-03,4.39407E-02
1.391800E-03,2.63642E-02
1.391850E-03,-8.30089E-03
1.391900E-03,-1.27064E-02
1.391950E-03,3.56327E-02
1.392000E-03,4.24773E-02
1.392050E-03,-4.95896E-04
1.392100E-03,-6.34964E-03
1.392150E-03,1.26903E-02
1.392200E-03,4.63798E-02
1.392250E-03,1.90318E-02
1.392300E-03,-2.93073E-02
1.392350E-03,4.87003E-03
1.392400E-03,4.58920E-02
1.392450E-03,4.10138E-02
1.392500E-03,-1.27064E-02
1.392550E-03,-2.68682E-02
1.392600E-03,3.31936E-02
1.392650E-03,5.27213E-02
1.392700E-03,1.31781E-02
1.392750E-03,-2.88195E-02
1.392800E-03,-2.44714E-03
1.392850E-03,4.97945E-02
1.392900E-03,4.10138E-02
1.392950E-03,-1.41699E-02
1.393000E-03,-2.00236E-02
1.393050E-03,1.46415E-02
1.393100E-03,5.81025E-02
1.393150E-03,1.46415E-02
1.393200E-03,-2.54048E-02
1.393250E-03,-4.95896E-04
1.393300E-03,4.83310E-02
1.393350E-03,3.90474E-02
1.393400E-03,-1.07552E-02
1.393450E-03,-1.66089E-02
1.393500E-03,2.34374E-02
1.393550E-03,4.93066E-02
1.393600E-03,8.29996E-03
1.393650E-03,-1.80724E-02
1.393700E-03,1.17146E-02
1.393750E-03,4.10138E-02
1.393800E-03,2.88033E-02
1.393850E-03,-1.51455E-02
1.393900E-03,-5.86183E-03
1.393950E-03,3.27058E-02
1.394000E-03,4.05260E-02
1.394050E-03,1.94316E-03
1.394100E-03,-1.90480E-02
1.394150E-03,2.19587E-02
1.394200E-03,4.93066E-02
1.394250E-03,1.31781E-02
1.394300E-03,-1.36821E-02
1.394350E-03,-5.86183E-03
1.394400E-03,4.19895E-02
1.394450E-03,4.63798E-02
1.394500E-03,-1.22186E-02
1.394550E-03,-1.56333E-02
1.394600E-03,3.02667E-02
1.394650E-03,5.17457E-02
1.394700E-03,2.00074E-02
1.394750E-03,-3.41854E-02
1.394800E-03,2.91879E-03
1.394850E-03,4.54042E-02
1.394900E-03,4.00382E-02
1.394950E-03,-5.37401E-03
1.395000E-03,-2.58926E-02
1.395050E-03,3.12424E-02
1.395100E-03,5.51756E-02
1.395150E-03,1.56171E-02
1.395200E-03,-2.09992E-02
1.395250E-03,-6.83745E-03
1.395300E-03,4.49163E-02
1.395350E-03,3.75839E-02
1.395400E-03,-1.51455E-02
1.395450E-03,-9.77957E-03
1.395500E-03,2.04953E-02
1.395550E-03,4.78432E-02
1.395600E-03,1.26903E-02
1.395650E-03,-1.95358E-02
1.395700E-03,2.19587E-02
1.395750E-03,3.75839E-02
1.395800E-03,3.46570E-02
1.395850E-03,-7.32526E-03
1.395900E-03,-1.02674E-02
1.395950E-03,4.00382E-02
1.396000E-03,3.27058E-02
1.396050E-03,-1.95933E-03
1.396100E-03,-8.80394E-03
1.396150E-03,1.26903E-02
1.396200E-03,5.22335E-02
1.396250E-03,1.90318E-02
1.396300E-03,-1.61211E-02
1.396350E-03,4.87003E-03
1.396400E-03,3.22180E-02
1.396450E-03,4.44285E-02
1.396500E-03,-1.12430E-02
1.396550E-03,-2.29505E-02
1.396600E-03,3.07546E-02
1.396650E-03,4.68676E-02
1.396700E-03,2.24465E-02
1.396750E-03,-2.68682E-02
1.396800E-03,-9.29175E-03
1.396850E-03,5.22335E-02
1.396900E-03,3.61205E-02
1.396950E-03,-4.39839E-03
1.397000E-03,-2.49170E-02
1.397050E-03,2.09831E-02
1.397100E-03,6.34684E-02
1.397150E-03,1.41537E-02
1.397200E-03,-2.14871E-02
1.397250E-03,-1.47152E-03
1.397300E-03,3.95504E-02
1.397350E-03,4.19895E-02
1.397400E-03,-1.31942E-02
1.397450E-03,-1.70967E-02
1.397500E-03,2.83155E-02
1.397550E-03,4.63798E-02
1.397600E-03,2.14709E-02
1.397650E-03,-2.39261E-02
1.397700E-03,7.81215E-03
1.397750E-03,4.54042E-02
1.397800E-03,2.83155E-02
1.397850E-03,-6.34964E-03
1.397900E-03,-8.30089E-03
1.397950E-03,3.27058E-02
1.398000E-03,4.54042E-02
1.398050E-03,-8.08411E-06
1.398100E-03,-1.31942E-02
1.398150E-03,1.56171E-02
1.398200E-03,4.39407E-02
1.398250E-03,2.29343E-02
1.398300E-03,-2.19749E-02
1.398350E-03,-4.95896E-04
1.398400E-03,4.10138E-02
1.398450E-03,3.46570E-02
1.398500E-03,-2.44714E-03
1.398550E-03,-2.44292E-02
1.398600E-03,2.34374E-02
1.398650E-03,5.36970E-02
1.398700E-03,1.90318E-02
1.398750E-03,-2.24627E-02
1.398800E-03,-4.39839E-03
1.398850E-03,4.54042E-02
1.398900E-03,4.63798E-02
1.398950E-03,-1.22186E-02
1.399000E-03,-2.39261E-02
1.399050E-03,2.04953E-02
1.399100E-03,4.88188E-02
1.399150E-03,1.85440E-02
1.399200E-03,-2.29505E-02
1.399250E-03,-5.37401E-03
1.399300E-03,5.07701E-02
1.399350E-03,3.90474E-02
1.399400E-03,-8.30089E-03
1.399450E-03,-2.09992E-02
1.399500E-03,2.04953E-02
1.399550E-03,5.02823E-02
1.399600E-03,1.31781E-02
1.399650E-03,-1.85602E-02
1.399700E-03,7.81215E-03
1.399750E-03,4.10138E-02
1.399800E-03,3.66083E-02
1.399850E-03,-1.22186E-02
1.399900E-03,-1.51455E-02
1.399950E-03,3.56327E-02
1.400000E-03,3.36814E-02
1.400050E-03,9.27559E-03
1.400100E-03,-1.70967E-02
1.400150E-03,1.22025E-02
1.400200E-03,5.46726E-02
1.400250E-03,2.00074E-02
1.400300E-03,-1.46577E-02
1.400350E-03,-8.30089E-03
1.400400E-03,3.75839E-02
1.400450E-03,4.73554E-02
1.400500E-03,-1.22186E-02
1.400550E-03,-1.51455E-02
1.400600E-03,2.00074E-02
1.400650E-03,4.88188E-02
1.400700E-03,2.83155E-02
1.400750E-03,-3.02829E-02
1.400800E-03,3.89441E-03
1.400850E-03,4.15017E-02
1.400900E-03,4.39407E-02
1.400950E-03,-9.83708E-04
1.401000E-03,-2.83317E-02
1.401050E-03,2.09831E-02
1.401100E-03,5.56634E-02
1.401150E-03,1.65928E-02
1.401200E-03,-1.61211E-02
1.401250E-03,-8.30089E-03
1.401300E-03,4.63798E-02
1.401350E-03,4.93066E-02
1.401400E-03,-1.12430E-02
1.401450E-03,-1.61211E-02
1.401500E-03,2.44130E-02
1.401550E-03,4.97945E-02
1.401600E-03,2.09831E-02
1.401650E-03,-3.02829E-02
1.401700E-03,9.27559E-03
1.401750E-03,3.75839E-02
1.401800E-03,3.56327E-02
1.401850E-03,-3.91058E-03
1.401900E-03,-1.66089E-02
1.401950E-03,3.66083E-02
1.402000E-03,4.15017E-02
1.402050E-03,4.38222E-03
1.402100E-03,-1.12430E-02
1.402150E-03,4.87003E-03
1.402200E-03,4.93066E-02
1.402250E-03,2.44130E-02
1.402300E-03,-1.85602E-02
1.402350E-03,-1.47152E-03
1.402400E-03,3.22180E-02
1.402450E-03,4.63798E-02
1.402500E-03,-4.95896E-04
1.402550E-03,-2.58926E-02
1.402600E-03,2.68521E-02
1.402650E-03,4.63798E-02
1.402700E-03,2.53886E-02
1.402750E-03,-2.29505E-02
1.402800E-03,-9.77957E-03
1.402850E-03,4.54042E-02
1.402900E-03,3.90474E-02
1.402950E-03,-2.44714E-03
1.403000E-03,-2.29505E-02
1.403050E-03,1.95196E-02
1.403100E-03,5.66391E-02
1.403150E-03,1.75684E-02
1.403200E-03,-1.85602E-02
1.403250E-03,-2.93496E-03
1.403300E-03,4.00382E-02
1.403350E-03,4.73554E-02
1.403400E-03,-6.34964E-03
1.403450E-03,-1.80724E-02
1.403500E-03,2.24465E-02
1.403550E-03,4.63798E-02
1.403600E-03,1.95196E-02
1.403650E-03,-1.80724E-02
1.403700E-03,2.43098E-03
1.403750E-03,4.10138E-02
1.403800E-03,2.88033E-02
1.403850E-03,-7.32526E-03
1.403900E-03,-1.07552E-02
1.403950E-03,3.02667E-02
1.404000E-03,4.63798E-02
1.404050E-03,6.82128E-03
1.404100E-03,-1.95358E-02
1.404150E-03,1.12268E-02
1.404200E-03,4.44285E-02
1.404250E-03,3.85595E-02
1.404300E-03,-1.75846E-02
1.404350E-03,-9.77957E-03
1.404400E-03,4.15017E-02
1.404450E-03,4.44285E-02
1.404500E-03,-5.37401E-03
1.404550E-03,-1.75846E-02
1.404600E-03,1.95196E-02
1.404650E-03,5.36970E-02
1.404700E-03,2.14709E-02
1.404750E-03,-2.54048E-02
1.404800E-03,-6.34964E-03
1.404850E-03,4.29651E-02
1.404900E-03,4.93066E-02
1.404950E-03,-8.80394E-03
1.405000E-03,-2.78438E-02
1.405050E-03,2.44130E-02
1.405100E-03,5.41848E-02
1.405150E-03,2.24465E-02
1.405200E-03,-1.85602E-02
1.405250E-03,-7.32526E-03
1.405300E-03,4.54042E-02
1.405350E-03,3.90474E-02
1.405400E-03,-5.86183E-03
1.405450E-03,-1.61211E-02
1.405500E-03,2.24465E-02
1.405550E-03,4.93066E-02
1.405600E-03,1.51293E-02
1.405650E-03,-1.61211E-02
1.405700E-03,1.17146E-02
1.405750E-03,4.10138E-02
1.405800E-03,3.46570E-02
1.405850E-03,-1.12430E-02
1.405900E-03,-1.27064E-02
1.405950E-03,3.61205E-02
1.406000E-03,3.66083E-02
1.406050E-03,8.78777E-03
1.406100E-03,-1.51455E-02
1.406150E-03,7.81215E-03
1.406200E-03,5.02823E-02
1.406250E-03,2.00074E-02
1.406300E-03,-1.46577E-02
1.406350E-03,-1.47152E-03
1.406400E-03,3.66083E-02
1.406450E-03,4.78432E-02
1.406500E-03,-9.29175E-03
1.406550E-03,-2.05114E-02
1.406600E-03,2.44130E-02
1.406650E-03,4.88188E-02
1.406700E-03,2.58764E-02
1.406750E-03,-3.22342E-02
1.406800E-03,-4.39839E-03
1.406850E-03,4.39407E-02
1.406900E-03,4.05260E-02
1.406950E-03,1.94316E-03
1.407000E-03,-2.29505E-02
1.407050E-03,2.19587E-02
1.407100E-03,6.15172E-02
1.407150E-03,1.31781E-02
1.407200E-03,-2.14871E-02
1.407250E-03,-4.88620E-03
1.407300E-03,4.58920E-02
1.407350E-03,3.85595E-02
1.407400E-03,-1.17308E-02
1.407450E-03,-1.61211E-02
1.407500E-03,2.39252E-02
1.407550E-03,4.29651E-02
1.407600E-03,2.04953E-02
1.407650E-03,-2.58926E-02
1.407700E-03,1.36659E-02
1.407750E-03,4.05260E-02
1.407800E-03,2.68521E-02
1.407850E-03,-4.88620E-03
1.407900E-03,-1.56333E-02
1.407950E-03,3.56327E-02
1.408000E-03,3.85595E-02
1.408050E-03,-5.86183E-03
1.408100E-03,-1.12430E-02
1.408150E-03,1.26903E-02
1.408200E-03,5.02823E-02
1.408250E-03,2.34374E-02
1.408300E-03,-2.44292E-02
1.408350E-03,5.35785E-03
1.408400E-03,3.85595E-02
1.408450E-03,4.24773E-02
1.408500E-03,-7.81307E-03
1.408550E-03,-2.68682E-02
1.408600E-03,2.88033E-02
1.408650E-03,5.07701E-02
1.408700E-03,1.80562E-02
1.408750E-03,-1.80724E-02
1.408800E-03,-2.93496E-03
1.408850E-03,4.63798E-02
1.408900E-03,4.00382E-02
1.408950E-03,-1.07552E-02
1.409000E-03,-1.95358E-02
1.409050E-03,2.09831E-02
1.409100E-03,5.12579E-02
1.409150E-03,2.00074E-02
1.409200E-03,-2.54048E-02
1.409250E-03,1.94316E-03
1.409300E-03,4.29651E-02
1.409350E-03,3.56327E-02
1.409400E-03,-1.07552E-02
1.409450E-03,-1.46577E-02
1.409500E-03,2.78277E-02
1.409550E-03,4.88188E-02
1.409600E-03,1.17146E-02
1.409650E-03,-1.56333E-02
1.409700E-03,1.41537E-02
1.409750E-03,4.29651E-02
1.409800E-03,2.73399E-02
1.409850E-03,-1.66089E-02
1.409900E-03,-3.91058E-03
1.409950E-03,3.41692E-02
1.410000E-03,4.63798E-02
1.410050E-03,-1.47152E-03
1.410100E-03,-2.29505E-02
1.410150E-03,2.29343E-02
1.410200E-03,4.83310E-02
1.410250E-03,2.24465E-02
1.410300E-03,-1.22186E-02
1.410350E-03,-9.83708E-04
1.410400E-03,4.44285E-02
1.410450E-03,4.34529E-02
1.410500E-03,-1.36821E-02
1.410550E-03,-1.80724E-02
1.410600E-03,2.14709E-02
1.410650E-03,5.02823E-02
1.410700E-03,1.56171E-02
1.410750E-03,-2.97951E-02
1.410800E-03,6.82128E-03
1.410850E-03,4.68676E-02
1.410900E-03,4.00382E-02
1.410950E-03,-1.22186E-02
1.411000E-03,-2.44292E-02
1.411050E-03,2.44130E-02
1.411100E-03,4.97945E-02
1.411150E-03,1.02512E-02
1.411200E-03,-1.80724E-02
1.411250E-03,-3.42277E-03
1.411300E-03,5.41848E-02
1.411350E-03,3.31936E-02
1.411400E-03,-1.46577E-02
1.411450E-03,-6.83745E-03
1.411500E-03,1.75684E-02
1.411550E-03,5.02823E-02
1.411600E-03,4.87003E-03
1.411650E-03,-2.14871E-02
1.411700E-03,2.19587E-02
1.411750E-03,4.15017E-02
1.411800E-03,3.02667E-02
1.411850E-03,-1.51455E-02
1.411900E-03,-7.32526E-03
1.411950E-03,4.39407E-02
1.412000E-03,3.36814E-02
1.412050E-03,2.43098E-03
1.412100E-03,-1.17308E-02
1.412150E-03,2.34374E-02
1.412200E-03,5.46726E-02
1.412250E-03,1.12268E-02
1.412300E-03,-2.14871E-02
1.412350E-03,3.40660E-03
1.412400E-03,4.19895E-02
1.412450E-03,4.29651E-02
1.412500E-03,-1.56333E-02
1.412550E-03,-1.51455E-02
1.412600E-03,3.75839E-02
1.412650E-03,4.88188E-02
1.412700E-03,2.19587E-02
1.412750E-03,-2.68682E-02
1.412800E-03,2.91879E-03
1.412850E-03,5.36970E-02
1.412900E-03,2.83155E-02
1.412950E-03,-9.29175E-03
1.413000E-03,-2.19749E-02
1.413050E-03,3.41692E-02
1.413100E-03,5.07701E-02
1.413150E-03,-4.39839E-03
1.413200E-03,-1.85602E-02
1.413250E-03,8.29996E-03
1.413300E-03,4.39407E-02
1.413350E-03,3.41692E-02
1.413400E-03,-2.39261E-02
1.413450E-03,-5.86183E-03
1.413500E-03,3.46570E-02
1.413550E-03,5.27213E-02
1.413600E-03,1.51293E-02
1.413650E-03,-3.76001E-02
1.413700E-03,1.61050E-02
1.413750E-03,5.12579E-02
1.413800E-03,1.22025E-02
1.413850E-03,-1.22186E-02
1.413900E-03,-1.95933E-03
1.413950E-03,4.29651E-02
1.414000E-03,3.51449E-02
1.414050E-03,-1.02674E-02
1.414100E-03,-1.61211E-02
1.414150E-03,2.68521E-02
1.414200E-03,4.88188E-02
1.414250E-03,1.56171E-02
1.414300E-03,-2.54048E-02
1.414350E-03,1.07390E-02
1.414400E-03,4.49163E-02
1.414450E-03,3.41692E-02
1.414500E-03,-1.31942E-02
1.414550E-03,-2.09992E-02
1.414600E-03,3.66083E-02
1.414650E-03,5.02823E-02
1.414700E-03,6.82128E-03
1.414750E-03,-2.39261E-02
1.414800E-03,6.82128E-03
1.414850E-03,5.32091E-02
1.414900E-03,3.17302E-02
1.414950E-03,-2.00236E-02
1.415000E-03,-1.07552E-02
1.415050E-03,3.70961E-02
1.415100E-03,5.32091E-02
1.415150E-03,3.89441E-03
1.415200E-03,-2.44292E-02
1.415250E-03,1.17146E-02
1.415300E-03,4.83310E-02
1.415350E-03,2.53886E-02
1.415400E-03,-1.46577E-02
1.415450E-03,-1.12430E-02
1.415500E-03,3.56327E-02
1.415550E-03,4.15017E-02
1.415600E-03,-1.95933E-03
1.415650E-03,-1.61211E-02
1.415700E-03,2.39252E-02
1.415750E-03,4.54042E-02
1.415800E-03,1.95196E-02
1.415850E-03,-2.05114E-02
1.415900E-03,3.89441E-03
1.415950E-03,4.44285E-02
1.416000E-03,3.46570E-02
1.416050E-03,-2.93496E-03
1.416100E-03,-1.70967E-02
1.416150E-03,2.68521E-02
1.416200E-03,4.58920E-02
1.416250E-03,4.38222E-03
1.416300E-03,-2.14871E-02
1.416350E-03,7.30909E-03
1.416400E-03,4.83310E-02
1.416450E-03,3.36814E-02
1.416500E-03,-1.80724E-02
1.416550E-03,-1.46577E-02
1.416600E-03,2.83155E-02
1.416650E-03,4.93066E-02
1.416700E-03,1.61050E-02
1.416750E-03,-3.12585E-02
1.416800E-03,1.51293E-02
1.416850E-03,5.12579E-02
1.416900E-03,3.07546E-02
1.416950E-03,-7.81307E-03
